name,price_doll,price,url_img,inf
Toyota Land Cruiser,$115000,10100450сом,https://im.mashina.kg/tachka/images//2/8/f/28f525cfd00a59bd0c29a2b5e082defa_240x180.jpg,"2022г.,4л.,автоматвнедорожник5дв.,бензинрульслева"
Toyota Camry,$20500,1800515сом,https://im.mashina.kg/tachka/images//5/6/a/56a8eebe8f97c21852391e3551620991_240x180.jpg,"2018г.,2.5л.,автоматседан,бензинрульслева,100000км"
Audi 80,$1708,150000сом,https://im.mashina.kg/tachka/images//d/2/3/d23f78dfaebf57e5f8895ab3b0388fe6_240x180.jpg,"1988г.,1.8л.,механикаседан,бензинрульслева"
Toyota Camry,$17300,1519459сом,https://im.mashina.kg/tachka/images//d/a/b/dab8e319433cbf82020c09f7d8b8f770_240x180.jpg,"2017г.,2.5л.,автоматседан,бензинрульслева,117000км"
Toyota RAV4,$29300,2573419сом,https://im.mashina.kg/tachka/images//1/a/c/1ac8fac9eefc3b1746ad4a9e7aecc627_240x180.jpg,"2019г.,2.5л.,автоматвнедорожник5дв.,бензинрульслева,54000км"
Toyota RAV4,$28000,2459240сом,https://im.mashina.kg/tachka/images//0/5/f/05f0da3fb6f62e38698004098d65a232_240x180.jpg,"2019г.,2.5л.,автоматвнедорожник5дв.,бензинрульслева,35000км"
BMW X5,$18500,1624855сом,https://im.mashina.kg/tachka/images//5/5/6/556c4ba840c2f425a7df2e85a8ec0e15_240x180.jpg,"2010г.,3л.,автоматвнедорожник5дв.,бензинрульслева"
BMW X4,$26500,2327495сом,https://im.mashina.kg/tachka/images//5/d/e/5de24e13ce00a9e8d888dabc145dd583_240x180.jpg,"2016г.,2л.,автоматвнедорожник5дв.,дизельрульслева,100000км"
Hyundai Sonata,$11000,966130сом,https://im.mashina.kg/tachka/images//3/9/9/399eae2385865b601796eeefe6faf10c_240x180.jpg,"2015г.,2л.,автоматседан,газрульслева,320000км"
Kia Morning,$13800,1212054сом,https://im.mashina.kg/tachka/images//7/9/f/79fa66753e4309bf0321b5acc126b6dc_240x180.jpg,"2022г.,1л.,автоматхэтчбек5дв.,бензинрульслева,1000км"
Hyundai Santa Fe,$22000,1932260сом,https://im.mashina.kg/tachka/images//d/e/1/de15ed79db61e4352d101e6485a44e5c_240x180.jpg,"2016г.,2л.,автоматвнедорожник5дв.,дизельрульслева,110000км"
Toyota Corolla,$12200,1071526сом,https://im.mashina.kg/tachka/images//4/d/b/4db1a9307cbb3c6eec7e54e2628dda4f_240x180.jpg,"2018г.,1.5л.,вариаторседан,гибридрульслева,70000км"
Kia Sportage,$28000,2459240сом,https://im.mashina.kg/tachka/images//7/d/4/7d4444f025d6206441d0577f7ceb3ab1_240x180.jpg,"2022г.,2.4л.,автоматвнедорожник5дв.,бензинрульслева,32043км"
Hyundai Sonata,$14574,1280000сом,https://im.mashina.kg/tachka/images//d/a/7/da7e990825acf681bf5935570541981c_240x180.jpg,"2017г.,2л.,автоматседан,газрульслева,152000км"
Daewoo Lanos (Sens),$2049,180000сом,https://im.mashina.kg/tachka/images//9/6/a/96a7cafbccfa8e50ecd325549f06b4c8_240x180.jpg,"1998г.,1.5л.,механикаседан,бензинрульслева,254632км"
Toyota Camry,$21500,1888345сом,https://im.mashina.kg/tachka/images//4/7/0/4701c0ca42bf48851923f742261efa78_240x180.jpg,"2015г.,2.5л.,автоматседан,бензинрульслева,94000км"
Hyundai Accent,$1708,150000сом,https://im.mashina.kg/tachka/images//4/2/2/422ebe9c3368d1f3d69e0bdbfea2d36a_240x180.jpg,"1997г.,1.5л.,механикаседан,бензинрульслева,236587км"
Daewoo Nexia,$1139,100000сом,https://im.mashina.kg/tachka/images//1/2/5/125fe599bd992a8d16619acb7a666345_240x180.jpg,"2006г.,1.5л.,механикаседан,бензинрульслева,227900км"
Toyota RAV4,$31500,2766645сом,https://im.mashina.kg/tachka/images//8/5/a/85aafd4b0a9ee47138de248ac25c3e3d_240x180.jpg,"2019г.,2.5л.,автоматвнедорожник5дв.,гибридрульслева,36400км"
Toyota Mark II,$3416,300000сом,https://im.mashina.kg/tachka/images//5/a/c/5acd781ee404c6422b618ca194075a51_240x180.jpg,"2002г.,2л.,автоматуниверсал,бензинрульсправа,22000км"
Kia Sorento,$25300,2222099сом,https://im.mashina.kg/tachka/images//9/6/3/963e9ca5a201a6154062ac373560d417_240x180.jpg,"2016г.,2.2л.,автоматвнедорожник5дв.,дизельрульслева,138000км"
Chevrolet Aveo,$4691,412000сом,https://im.mashina.kg/tachka/images//8/2/5/8252c3c167a4d70a5325ec2d3e31525b_240x180.jpg,"2007г.,1.4л.,механикаседан,бензинрульслева,245839км"
Subaru Legacy,$14800,1299884сом,https://im.mashina.kg/tachka/images//d/3/1/d3177dfd9afab4744ed4d4b88269888f_240x180.jpg,"2016г.,2.5л.,вариаторседан,бензинрульслева,180000км"
Toyota Hilux Surf,$18000,1580940сом,https://im.mashina.kg/tachka/images//4/e/7/4e7027868889eb644bace194e10ead91_240x180.jpg,"2002г.,3.4л.,автоматвнедорожник5дв.,бензинрульслева,200000км"
Hyundai Sonata,$13800,1212054сом,https://im.mashina.kg/tachka/images//1/9/6/196aa59d2fd5112c42ce924c6d86d450_240x180.jpg,"2018г.,2л.,автоматседан,газрульслева,163000км"
Kia K5 II Седан,$14700,1291101сом,https://im.mashina.kg/tachka/images//6/6/5/6653b61c41e53d21ca73e035f4ab9c33_240x180.jpg,"2017г.,2л.,автоматседан,газрульслева,123000км"
Kia K5 II Седан,$15000,1317450сом,https://im.mashina.kg/tachka/images//b/a/b/bab0d37122c112f43657e5b54b67895d_240x180.jpg,"2018г.,2л.,автоматседан,газрульслева,200000км"
Honda Element,$9700,851951сом,https://im.mashina.kg/tachka/images//e/e/4/ee4f61bfb0993f7f3978d4e21a8dc99f_240x180.jpg,"2009г.,2.4л.,автоматвнедорожник5дв.,бензинрульслева"
Hyundai Maxcruz,$21000,1844430сом,https://im.mashina.kg/tachka/images//c/8/b/c8b238645957b390b4aa1273ecd80f9d_240x180.jpg,"2017г.,2.2л.,автоматвнедорожник5дв.,дизельрульслева,143000км"
Kia K5 II Седан,$16000,1405280сом,https://im.mashina.kg/tachka/images//9/1/2/9126c0a5f7cb043888ad951afcfe4666_240x180.jpg,"2018г.,2л.,автоматседан,газрульслева,143000км"
Volkswagen Golf,$4543,399000сом,https://im.mashina.kg/tachka/images//f/8/5/f85691ebafb52cb7f3facdc6f19ae8ac_240x180.jpg,"2001г.,1.4л.,механикахэтчбек5дв.,бензинрульслева,168000км"
Mercedes-Benz E-класс,$8900,781687сом,https://im.mashina.kg/tachka/images//e/3/0/e30ef505ad6a64c167aac93f99a807d4_240x180.jpg,"2003г.,2.6л.,автоматседан,бензинрульслева,196000км"
ВАЗ (Lada) 2104,$3985,350000сом,https://im.mashina.kg/tachka/images//3/4/b/34b184d8a45a79f58ae714f9b0f51338_240x180.jpg,"2011г.,1.6л.,механикауниверсал,бензинрульслева,68764км"
Mercedes-Benz E-класс,$8300,728989сом,https://im.mashina.kg/tachka/images//e/4/1/e41a63236ee4a9acc31d6e042dab7efc_240x180.jpg,"2002г.,2.7л.,автоматседан,дизельрульслева,300000км"
Honda Odyssey,$7500,658725сом,https://im.mashina.kg/tachka/images//7/8/c/78cea2c61a581b5588778955ad3710de_240x180.jpg,"2004г.,2.4л.,вариаторминивэн,бензинрульсправа,290000км"
Mercedes-Benz W124,$4554,400000сом,https://im.mashina.kg/tachka/images//e/0/a/e0aa1aa1808e3d768fdbbfe1f6c16741_240x180.jpg,"1993г.,3.2л.,автоматседан,бензинрульслева,299999км"
Audi A6,$16900,1484327сом,https://im.mashina.kg/tachka/images//4/0/5/4056fcbe3185100dbc557d4e8f7d35d6_240x180.jpg,"2014г.,2л.,вариаторседан,дизельрульслева,190000км"
Hyundai Starex (H-1),$1822,160000сом,https://im.mashina.kg/tachka/images//e/1/7/e179029a153e408f876e73bf61354ba2_240x180.jpg,"1997г.,2.5л.,механикаминивэн,дизельрульслева,45378км"
Hyundai Sonata,$16400,1440412сом,https://im.mashina.kg/tachka/images//1/f/a/1faeea0d0065422f8f92fa02d33dd81e_240x180.jpg,"2017г.,2л.,автоматседан,газрульслева,193000км"
Opel Frontera,$3600,316188сом,https://im.mashina.kg/tachka/images//9/b/d/9bdcb831ee35ff2ec13080aceac9724b_240x180.jpg,"1996г.,2.2л.,механикавнедорожник5дв.,бензинрульслева,265000км"
BMW 5 серии,$22000,1932260сом,https://im.mashina.kg/tachka/images//6/6/9/669ea2ee22c2a7ac55a83f009a75953e_240x180.jpg,"2013г.,2л.,автоматседан,бензинрульслева,183500км"
BMW 5 серии,$22000,1932260сом,https://im.mashina.kg/tachka/images//6/6/9/669ea2ee22c2a7ac55a83f009a75953e_240x180.jpg,"2013г.,2л.,автоматседан,бензинрульслева,183500км"
Toyota Prius,$15800,1387714сом,https://im.mashina.kg/tachka/images//d/0/5/d058980e42d1cc52150d791aa4700338_240x180.jpg,"2015г.,1.8л.,автоматхэтчбек5дв.,гибридрульслева,198000км"
Mercedes-Benz E-класс,$8500,746555сом,https://im.mashina.kg/tachka/images//a/a/4/aa4cd6301ed4ce0b8c4fad10172d85a2_240x180.jpg,"2002г.,3.2л.,автоматседан,дизельрульслева,265000км"
Toyota Prius,$11800,1036394сом,https://im.mashina.kg/tachka/images//6/0/0/600f85a199438357b117764df3613e24_240x180.jpg,"2014г.,1.8л.,автоматхэтчбек5дв.,гибридрульслева,156000км"
Subaru Legacy,$13700,1203271сом,https://im.mashina.kg/tachka/images//4/a/5/4a52d8600fe91dfb484114a20a0135d8_240x180.jpg,"2016г.,2.5л.,вариаторседан,бензинрульслева,125000км"
Daewoo Matiz,$2846,250000сом,https://im.mashina.kg/tachka/images//d/3/2/d325bfe74c9dd18ed9cf90b6939c630d_240x180.jpg,"2008г.,0.8л.,механикахэтчбек5дв.,бензинрульслева,10000км"
Nissan X-Trail,$8000,702640сом,https://im.mashina.kg/tachka/images//5/1/2/512b51d84916f9ce25a29171c6bd8148_240x180.jpg,"2004г.,2.5л.,автоматвнедорожник5дв.,бензинрульслева,245687км"
Subaru Legacy,$19800,1739034сом,https://im.mashina.kg/tachka/images//f/d/5/fd58e8c55a14ab76929ebfd148abdc70_240x180.jpg,"2017г.,2.5л.,вариаторседан,бензинрульслева,81000км"
Toyota Camry,$15500,1361365сом,https://im.mashina.kg/tachka/images//2/d/1/2d17486f8a0978774d5f1cde70f33fce_240x180.jpg,"2013г.,2.5л.,вариаторседан,гибридрульслева,132334км"
Toyota Camry,$15484,1360000сом,https://im.mashina.kg/tachka/images//d/c/f/dcfc4e508632b6b6c0cdc2d4b537619b_240x180.jpg,"2013г.,2.5л.,вариаторседан,гибридрульслева,132650км"
Toyota Avalon,$22800,2002524сом,https://im.mashina.kg/tachka/images//5/3/8/5380639d6092b787a25a9d4f655c3f88_240x180.jpg,"2013г.,2.5л.,вариаторседан,гибридрульслева,165000км"
Subaru Ascent,$36750,3227753сом,https://im.mashina.kg/tachka/images//1/3/c/13c31d44cb3e2a68898f2fd9e9ce4eb2_240x180.jpg,"2018г.,2.4л.,вариаторвнедорожник5дв.,бензинрульслева,70000км"
Toyota Allion,$8700,764121сом,https://im.mashina.kg/tachka/images//4/1/3/413c001bf40f2c24159f513c1702276b_240x180.jpg,"2004г.,1.8л.,автоматседан,бензинрульсправа,325166км"
Subaru Forester,$23000,2020090сом,https://im.mashina.kg/tachka/images//7/2/d/72d3945a389c15324f369d573058b457_240x180.jpg,"2018г.,2.5л.,вариаторвнедорожник5дв.,бензинрульслева,34900км"
Toyota RAV4,$31000,2722730сом,https://im.mashina.kg/tachka/images//1/8/f/18f7ff26d32fdf2efb4f682cd0623964_240x180.jpg,"2021г.,2.5л.,вариаторвнедорожник5дв.,гибридрульслева,33000км"
Toyota Highlander,$41500,3644945сом,https://im.mashina.kg/tachka/images//8/d/7/8d79cd9d7397e6a88d565353e20d8e09_240x180.jpg,"2017г.,3.5л.,вариаторвнедорожник5дв.,гибридрульслева,119000км"
Kia Sorento,$5579,490000сом,https://im.mashina.kg/tachka/images//7/e/9/7e9a12ce88625fa6d612bec6ea1397bb_240x180.jpg,"2004г.,2.5л.,автоматвнедорожник5дв.,дизельрульслева,87540км"
Toyota Prius,$10400,913432сом,https://im.mashina.kg/tachka/images//e/d/f/edf376f80b60888c21fabcce70ca00d8_240x180.jpg,"2013г.,1.8л.,автоматхэтчбек5дв.,гибридрульсправа,85810км"
Kia Enterprise,$2619,230000сом,https://im.mashina.kg/tachka/images//a/7/6/a76bf79982021511e49d16670024b453_240x180.jpg,"1997г.,2.5л.,автоматседан,бензинрульслева,195000км"
BMW X5,$8000,702640сом,https://im.mashina.kg/tachka/images//a/6/2/a629f0c1f3b5412dfea0e53b54ebc0ed_240x180.jpg,"2000г.,4.4л.,автоматвнедорожник5дв.,бензинрульслева,310000км"
Hyundai Sonata,$21000,1844430сом,https://im.mashina.kg/tachka/images//e/0/e/e0e2170316370934f10fbf24f64b38b4_240x180.jpg,"2018г.,2.4л.,автоматседан,бензинрульслева,38000км"
Nissan Maxima,$5500,483065сом,https://im.mashina.kg/tachka/images//9/2/4/924314fe75352a3df6f4ee8bf8fabd47_240x180.jpg,"2003г.,3л.,автоматседан,бензинрульслева,300000км"
Daihatsu Cuore,$4700,412801сом,https://im.mashina.kg/tachka/images//7/5/d/75d5c0968f9d8fc9978e1cc9d7ee176b_240x180.jpg,"2008г.,1л.,механикахэтчбек5дв.,бензинрульслева,175000км"
Toyota Hilux Surf,$7900,693857сом,https://im.mashina.kg/tachka/images//6/0/7/607c5262ab0de170cc5225ba0f6e559e_240x180.jpg,"1995г.,3л.,автоматвнедорожник5дв.,дизельрульсправа,200000км"
Volkswagen Bora,$5800,509414сом,https://im.mashina.kg/tachka/images//0/a/4/0a4271f27c60c7a3bcc9539ac2b1712b_240x180.jpg,"2001г.,2л.,автоматседан,бензинрульслева,230000км"
Mercedes-Benz E-класс AMG,$18000,1580940сом,https://im.mashina.kg/tachka/images//8/3/7/83742b5ad6b580e84c52811e4f74fa9a_240x180.jpg,"2003г.,5.4л.,автоматседан,бензинрульслева,125000км"
Volkswagen Golf,$5807,510000сом,https://im.mashina.kg/tachka/images//5/7/5/575b2148b44d5d50e5837819fd61364d_240x180.jpg,"2001г.,1.6л.,автоматхэтчбек5дв.,бензинрульслева,425132км"
Kia Sorento,$39800,3495634сом,https://im.mashina.kg/tachka/images//4/3/1/4318c887c5b332929c77dc09a003879e_240x180.jpg,"2020г.,2.2л.,роботвнедорожник5дв.,дизельрульслева,36000км"
Toyota Prius,$13000,1141790сом,https://im.mashina.kg/tachka/images//d/e/7/de7259193cc9ab958b81251d4ab83ae2_240x180.jpg,"2015г.,1.8л.,автоматхэтчбек5дв.,гибридрульслева,113000км"
Toyota Camry,$27000,2371410сом,https://im.mashina.kg/tachka/images//6/0/b/60b80b44acf80f27efca900ecc736488_240x180.jpg,"2020г.,2.5л.,автоматседан,бензинрульслева,70000км"
Toyota RAV4,$13500,1185705сом,https://im.mashina.kg/tachka/images//4/c/3/4c3d6587d9121e0ae08b3910070a1b3d_240x180.jpg,"2006г.,2л.,автоматвнедорожник5дв.,бензинрульслева,286000км"
Lexus ES,$47000,4128010сом,https://im.mashina.kg/tachka/images//9/b/c/9bc41e9a184e926d62f52dd6c0f5a63b_240x180.jpg,"2020г.,2.5л.,автоматседан,бензинрульслева,17190км"
Lexus RX,$13500,1185705сом,https://im.mashina.kg/tachka/images//a/5/c/a5c8934c75ec366b95689ca23d253a39_240x180.jpg,"2003г.,3.3л.,автоматвнедорожник5дв.,бензинрульслева,193000км"
Toyota Prius,$8900,781687сом,https://im.mashina.kg/tachka/images//3/5/6/3562f63a72e52023fcc3b608a689cc20_240x180.jpg,"2007г.,1.5л.,автоматхэтчбек5дв.,гибридрульслева,212000км"
Lexus RX,$65000,5708950сом,https://im.mashina.kg/tachka/images//9/c/4/9c4e64f9693e5d4f29a238fcf62f15f1_240x180.jpg,"2020г.,3.5л.,автоматвнедорожник5дв.,бензинрульслева,15000км"
Kia Sportage,$40500,3557115сом,https://im.mashina.kg/tachka/images//d/9/5/d951b80bd716126c2608ae0a7616ae82_240x180.jpg,"2022г.,2л.,автоматвнедорожник5дв.,дизельрульслева,10900км"
Toyota Camry,$22500,1976175сом,https://im.mashina.kg/tachka/images//c/a/e/caeac445c08e78ca4295d4194ef229d9_240x180.jpg,"2016г.,2.5л.,автоматседан,бензинрульслева,102000км"
Hyundai Santa Fe,$26000,2283580сом,https://im.mashina.kg/tachka/images//a/7/7/a773a0324492081fd23fad7b8211411a_240x180.jpg,"2018г.,2л.,автоматвнедорожник5дв.,дизельрульслева,159600км"
Hyundai Sonata,$13700,1203271сом,https://im.mashina.kg/tachka/images//5/3/b/53b5bbeacf2b36dbbdbc48b56761d9dc_240x180.jpg,"2016г.,2л.,автоматседан,газрульслева,150000км"
Daewoo Matiz,$1480,130000сом,https://im.mashina.kg/tachka/images//d/4/7/d472653dd833065347715b854c36c992_240x180.jpg,"2004г.,0.8л.,механикахэтчбек5дв.,бензинрульслева,250000км"
BMW X5,$11000,966130сом,https://im.mashina.kg/tachka/images//9/a/d/9ad6cce38861aff48d5673c934d9d1f7_240x180.jpg,"2004г.,3л.,автоматвнедорожник5дв.,бензинрульслева,260000км"
Hyundai Sonata,$22700,1993741сом,https://im.mashina.kg/tachka/images//c/f/1/cf1ea9d0823e8dc4a59694a7b57a0cd1_240x180.jpg,"2019г.,2л.,автоматседан,бензин/газрульслева,128000км"
Hyundai Solaris,$7742,680000сом,https://im.mashina.kg/tachka/images//0/0/7/00778f7fb04dc46ea1a52ba87a4b7bb1_240x180.jpg,"2015г.,1.6л.,автоматседан,бензинрульслева,1004км"
Toyota Prius,$3416,300000сом,https://im.mashina.kg/tachka/images//d/a/d/dad9c6f900b6b6e7a3d6b21b0d4ca9d8_240x180.jpg,"2001г.,1.5л.,автоматседан,гибридрульслева,10201км"
BMW 5 серии,$5200,456716сом,https://im.mashina.kg/tachka/images//3/9/4/394ac8ea61b31fdaac9792ad741ad160_240x180.jpg,"1994г.,3л.,механикаседан,бензинрульслева,400000км"
Kia K5 II Седан,$13500,1185705сом,https://im.mashina.kg/tachka/images//6/d/5/6d5e0048b433eb451927cf6b79b3c4dc_240x180.jpg,"2017г.,2л.,автоматседан,газрульслева,125000км"
Kia Carnival,$42000,3688860сом,https://im.mashina.kg/tachka/images//b/7/4/b744735893289bead99859f2bc836e4b_240x180.jpg,"2021г.,2.2л.,автоматминивэн,дизельрульслева,22000км"
Honda Fit,$8800,772904сом,https://im.mashina.kg/tachka/images//5/f/5/5f5806abd064341f9c3909251d0d88a4_240x180.jpg,"2003г.,1.3л.,вариаторхэтчбек5дв.,бензинрульсправа,153500км"
Lexus RX,$10000,878300сом,https://im.mashina.kg/tachka/images//d/f/5/df57f539e010e41dc43f79827a37e7fe_240x180.jpg,"2001г.,3л.,автоматвнедорожник5дв.,бензинрульслева,200000км"
Hyundai Avante,$15800,1387714сом,https://im.mashina.kg/tachka/images//f/3/9/f39aaf3c0915a132db787e6e7b9da221_240x180.jpg,"2017г.,1.6л.,автоматседан,бензин/газрульслева,102000км"
Honda Accord,$8700,764121сом,https://im.mashina.kg/tachka/images//1/e/e/1eec7815df5b5eb3fee20529336d9d04_240x180.jpg,"2002г.,2л.,автоматседан,бензинрульсправа"
Toyota Yaris Verso,$6500,570895сом,https://im.mashina.kg/tachka/images//5/b/7/5b76b01e8c3399737e83632e5ea5ef67_240x180.jpg,"2004г.,1.3л.,механикакомпактвэн,бензинрульслева,230000км"
Toyota Camry,$9500,834385сом,https://im.mashina.kg/tachka/images//d/d/8/dd8f079e3e98d7768228f1f3ad21c17c_240x180.jpg,"2007г.,2.4л.,автоматседан,бензинрульслева,153400км"
BYD E5,$13000,1141790сом,,"2019г.,автоматседан,электрорульслева,380000км"
Honda Stepwgn,$8500,746555сом,https://im.mashina.kg/tachka/images//3/4/a/34ad7d7dba8dc1fa9b3b932a10de6037_240x180.jpg,"2008г.,2л.,автоматминивэн,бензинрульсправа,160000км"
Lexus GS,$8500,746555сом,https://im.mashina.kg/tachka/images//e/e/f/eefe9c541baad691343f45d851cbc550_240x180.jpg,"2002г.,3л.,автоматседан,бензинрульсправа,20000км"
Daewoo Matiz,$2562,225000сом,https://im.mashina.kg/tachka/images//9/4/f/94f655fdbd6688a0eb02b75554f5cab4_240x180.jpg,"2011г.,0.8л.,механикахэтчбек5дв.,бензинрульслева,179696км"
Lexus LX,$17500,1537025сом,https://im.mashina.kg/tachka/images//8/2/a/82a3bcd288dc22beabf7b8f69df3afb5_240x180.jpg,"2002г.,4.7л.,автоматвнедорожник5дв.,бензинрульслева,259700км"
Toyota Alphard,$16700,1466761сом,https://im.mashina.kg/tachka/images//4/4/9/4491ce9725c79d11cbff12fa416d0b3a_240x180.jpg,"2010г.,3.5л.,автоматминивэн,бензинрульсправа,164000км"
Hyundai Sonata,$21900,1923477сом,https://im.mashina.kg/tachka/images//5/9/2/592ce1aebeda6b26e948bfde779ab31b_240x180.jpg,"2020г.,2л.,автоматседан,бензинрульслева,164000км"
Honda CR-V,$7970,700000сом,https://im.mashina.kg/tachka/images//6/9/a/69ae1119471f6776ded1ed67cd912cb6_240x180.jpg,"2004г.,2л.,автоматвнедорожник5дв.,бензинрульслева,381000км"
Mercedes-Benz E-класс,$5465,480000сом,https://im.mashina.kg/tachka/images//8/0/0/8002c71f82314f0dc330ca22f00593d2_240x180.jpg,"2000г.,2.1л.,автоматседан,дизельрульслева,300000км"
Hyundai Avante,$4782,420000сом,https://im.mashina.kg/tachka/images//4/3/6/436ec2c657d747e4ea815b09869ad6f7_240x180.jpg,"2004г.,1.5л.,механикаседан,бензинрульслева,330000км"
Honda Odyssey,$6490,570000сом,https://im.mashina.kg/tachka/images//7/3/c/73c30795bae3b99a5a4a46e84904e4ea_240x180.jpg,"2002г.,2.3л.,автоматминивэн,бензинрульсправа,96000км"
Toyota Camry,$17900,1572157сом,https://im.mashina.kg/tachka/images//9/4/2/94297b96ed6ad0ed196c8b2ee0fdb000_240x180.jpg,"2017г.,2.5л.,вариаторседан,гибридрульслева,100000км"
Subaru Outback,$13999,1229532сом,https://im.mashina.kg/tachka/images//d/7/4/d74ef74e6e197b262929a9c47f78144e_240x180.jpg,"2013г.,2.5л.,вариаторуниверсал,бензинрульслева,163000км"
Mercedes-Benz E-класс,$5500,483065сом,https://im.mashina.kg/tachka/images//9/d/9/9d9f0d25044b0ab9ec5e4d4e3f28fd24_240x180.jpg,"2000г.,3.2л.,автоматседан,бензинрульслева,256000км"
Toyota Ist,$6700,588461сом,https://im.mashina.kg/tachka/images//0/2/2/02211213679d87549ea2deddc54bf011_240x180.jpg,"2004г.,1.3л.,автоматхэтчбек5дв.,бензинрульсправа,245000км"
Kia Carnival,$23500,2064005сом,https://im.mashina.kg/tachka/images//6/1/a/61a96f54ce7dae1c2c1f5498f4fa3469_240x180.jpg,"2017г.,2.2л.,автоматминивэн,дизельрульслева,172000км"
Mercedes-Benz E-класс,$4440,390000сом,https://im.mashina.kg/tachka/images//9/9/b/99b1738654310455989faf0e3006de77_240x180.jpg,"1997г.,3.2л.,автоматседан,бензинрульслева,20000км"
Audi A7,$85000,7465550сом,https://im.mashina.kg/tachka/images//a/7/6/a766acfdbaca1213592247f6ead37b2b_240x180.jpg,"2021г.,3л.,роботлифтбек,бензинрульслева,6500км"
Subaru Outback,$13900,1220837сом,https://im.mashina.kg/tachka/images//3/a/7/3a77dff32796c38a260ccf7a0f014e74_240x180.jpg,"2011г.,2.5л.,вариаторуниверсал,бензинрульслева,130550км"
Subaru Forester,$26700,2345061сом,https://im.mashina.kg/tachka/images//4/1/6/416373988abdaedf5c7b3da266b345bb_240x180.jpg,"2020г.,2.5л.,вариаторвнедорожник5дв.,бензинрульслева,26000км"
Toyota RAV4,$24000,2107920сом,https://im.mashina.kg/tachka/images//a/c/f/acff2aad02fe7c339a860298e5ea5ebd_240x180.jpg,"2017г.,2.5л.,автоматвнедорожник5дв.,бензинрульслева,48000км"
Toyota Highlander,$12500,1097875сом,https://im.mashina.kg/tachka/images//9/1/e/91ef2dab3a31a6e5555e9d0fb4ead3c7_240x180.jpg,"2005г.,2.4л.,автоматвнедорожник5дв.,бензинрульслева,220000км"
Toyota Camry,$16000,1405280сом,https://im.mashina.kg/tachka/images//1/8/9/189611b7856487b1e5f21727f09c4809_240x180.jpg,"2012г.,2.5л.,автоматседан,бензинрульслева,79000км"
Hyundai Getz,$4782,420000сом,https://im.mashina.kg/tachka/images//9/a/9/9a9c0c2c9990585f478de1b444a6cae3_240x180.jpg,"2004г.,1.6л.,механикахэтчбек5дв.,бензинрульслева"
Kia K5 II Седан,$15000,1317450сом,https://im.mashina.kg/tachka/images//8/d/e/8ded8b71cc852358888c6f61331808eb_240x180.jpg,"2017г.,2л.,автоматседан,газрульслева,180000км"
Toyota Camry,$33219,2890053сом,https://im.mashina.kg/tachka/images//b/c/5/bc5b79af2884cf42f9dcc3a495da05a0_240x180.jpg,"2023г.,2л.,вариаторседан,бензинрульслева"
Hyundai Getz,$4896,430000сом,https://im.mashina.kg/tachka/images//1/1/a/11a97aadee9c266947feb810468d7e1a_240x180.jpg,"2008г.,1.4л.,механикахэтчбек5дв.,бензинрульслева,175000км"
Kia K5 II Седан,$12500,1097875сом,https://im.mashina.kg/tachka/images//a/b/f/abfa715069bbb3669233d79c423d4395_240x180.jpg,"2016г.,2л.,автоматседан,газрульслева,232000км"
Hyundai Sonata,$14800,1299884сом,https://im.mashina.kg/tachka/images//c/7/e/c7ea5175d78aec3604348ce850bbdf0b_240x180.jpg,"2018г.,2л.,автоматседан,газрульслева,52000км"
Kia K7,$18700,1642421сом,https://im.mashina.kg/tachka/images//a/e/3/ae38bc6291486546782670393cfa1c3a_240x180.jpg,"2017г.,3л.,автоматседан,газрульслева,183000км"
Lexus LX,$36000,3161880сом,https://im.mashina.kg/tachka/images//a/7/a/a7a9a2046b5b9789f29a94e244b07f8f_240x180.jpg,"2010г.,5.7л.,автоматвнедорожник5дв.,бензинрульслева,299000км"
Toyota Camry,$30102,2618874сом,https://im.mashina.kg/tachka/images//4/7/d/47dea841798b2c569f1cee163ea30965_240x180.jpg,"2023г.,2.5л.,автоматседан,бензинрульслева"
ВАЗ (Lada) 2121 (4x4) Нива,$9678,850000сом,https://im.mashina.kg/tachka/images//3/9/a/39a7bc9d61fcf5c337c10816f8e7310d_240x180.jpg,"2020г.,1.7л.,механикавнедорожник3дв.,бензинрульслева,110000км"
Tank 500,$50517,4394979сом,https://im.mashina.kg/tachka/images//e/5/d/e5d9869e6f996ddd199872b707fec553_240x180.jpg,"2023г.,3л.,автоматвнедорожник5дв.,бензинрульслева"
Toyota Ipsum,$10000,878300сом,https://im.mashina.kg/tachka/images//2/7/1/27131872a29dc6158ddaacf0d4d6091b_240x180.jpg,"2002г.,2.4л.,автоматкомпактвэн,бензинрульсправа,270000км"
Mercedes-Benz E-класс AMG,$15000,1317450сом,https://im.mashina.kg/tachka/images//3/6/a/36af9a30bb5c0543db68d8d1122c3d80_240x180.jpg,"1999г.,5.4л.,автоматседан,бензинрульслева,270000км"
Tank 300,$31841,2770167сом,https://im.mashina.kg/tachka/images//3/9/4/394b679aa2dbe712f0c87fff82254171_240x180.jpg,"2023г.,2л.,автоматвнедорожник5дв.,бензинрульслева"
Hyundai Sonata,$14900,1308667сом,https://im.mashina.kg/tachka/images//6/d/1/6d168fc7527cb0ae84f2d1f4a929916d_240x180.jpg,"2018г.,2л.,автоматседан,газрульслева,95000км"
