name,price_doll,price,url_img,inf
ВАЗ (Lada) 2107,$1992,175000сом,https://im.mashina.kg/tachka/images//4/2/c/42ca2c78f54e6e3778a637758ebcecd1_240x180.jpg,"2007г.,1.6л.,механикаседан,бензинрульслева,30831км"
Zeekr 001,$60000,5269800сом,https://im.mashina.kg/tachka/images//7/5/1/751eade4ccb80359bc6b08cf4e1cc28a_240x180.jpg,"2023г.,автоматлифтбек,электрорульслева,1км"
Volkswagen ID.4,$49000,4303670сом,https://im.mashina.kg/tachka/images//d/d/4/dd4c2f86b52442e6f74a3042ed77ae46_240x180.jpg,"2023г.,автоматвнедорожник5дв.,электрорульслева,1км"
Tesla Model 3,$55000,4830650сом,https://im.mashina.kg/tachka/images//a/4/c/a4c608cd9c35cca55f9532337ec79dd9_240x180.jpg,"2023г.,автоматседан,электрорульслева,1км"
BYD Han,$54000,4742820сом,https://im.mashina.kg/tachka/images//9/c/a/9caed7c31aae7ac1bb9654707a35cfcd_240x180.jpg,"2023г.,автоматседан,электрорульслева,1км"
Chery Tiggo 7 Pro,$25000,2195750сом,https://im.mashina.kg/tachka/images//4/e/5/4e513d2f4302dfccac2fef33be7a098c_240x180.jpg,"2023г.,1.5л.,вариаторвнедорожник5дв.,бензинрульслева,1км"
Chevrolet Spark,$8900,781687сом,https://im.mashina.kg/tachka/images//c/e/6/ce67f6982077100fc010f5834514d682_240x180.jpg,"2016г.,1л.,вариаторхэтчбек5дв.,бензинрульслева,73000км"
Subaru Outback,$15500,1361365сом,https://im.mashina.kg/tachka/images//5/0/9/5096eb0e1916da5cc018708f31967ab7_240x180.jpg,"2013г.,2.5л.,вариаторуниверсал,бензинрульслева,237000км"
Hongqi E-HS9,$103000,9046490сом,https://im.mashina.kg/tachka/images//d/4/1/d4115a47a05630174e99f43c7f7dfbdf_240x180.jpg,"2023г.,автоматвнедорожник5дв.,электрорульслева,1км"
Toyota Alphard,$16000,1405280сом,https://im.mashina.kg/tachka/images//6/6/2/662ff4e02f8b74f177c08ff6b425293e_240x180.jpg,"2006г.,3л.,автоматминивэн,бензинрульсправа,149500км"
Nissan Primera,$3985,350000сом,https://im.mashina.kg/tachka/images//8/7/d/87d25a51660765d6ac4f7e6f3035a646_240x180.jpg,"2004г.,1.8л.,механикаседан,бензинрульслева"
Hyundai Sonata,$13800,1212054сом,https://im.mashina.kg/tachka/images//a/3/8/a3820a616d0343fd98ff0b70536e2856_240x180.jpg,"2017г.,2.4л.,автоматседан,бензинрульслева,128350км"
Chery Tiggo 8 Pro Max,$31500,2766645сом,https://im.mashina.kg/tachka/images//e/d/2/ed2264d7c2db54bdaa704d9dac6e1921_240x180.jpg,"2023г.,2л.,роботвнедорожник5дв.,бензинрульслева,1км"
Chevrolet Spark,$8600,755338сом,https://im.mashina.kg/tachka/images//2/d/d/2dd6d40b61ada0ff4c70e21a3395a7d9_240x180.jpg,"2018г.,1л.,вариаторхэтчбек5дв.,бензинрульслева"
Daewoo Nexia,$2277,200000сом,https://im.mashina.kg/tachka/images//8/b/7/8b7be316164301f77fcfcbda782d089c_240x180.jpg,"2007г.,1.5л.,механикаседан,бензинрульслева,25935км"
Honda M-NV,$24500,2151835сом,https://im.mashina.kg/tachka/images//7/0/4/704d6ccbfae74328f3b75c338d3ee375_240x180.jpg,"2023г.,автоматвнедорожник5дв.,электрорульслева,1км"
Weltmeister W6,$27000,2371410сом,https://im.mashina.kg/tachka/images//7/6/2/76241284d142cfadf150ce4bf1ed7a0f_240x180.jpg,"2023г.,автоматвнедорожник5дв.,электрорульслева,20000км"
Hyundai Sonata,$12900,1133007сом,https://im.mashina.kg/tachka/images//d/2/2/d2247cbde18ca5901ba54437ba5531f8_240x180.jpg,"2017г.,2л.,автоматседан,газрульслева,206000км"
Weltmeister EX5,$22900,2011307сом,https://im.mashina.kg/tachka/images//0/c/e/0ce273acf4d321331864321f61f8e183_240x180.jpg,"2023г.,автоматвнедорожник5дв.,электрорульслева,1км"
Kia K7,$22950,2015699сом,https://im.mashina.kg/tachka/images//e/7/c/e7c19235cbf193f91accaa0acde1cb88_240x180.jpg,"2020г.,3л.,автоматседан,газрульслева,130000км"
Hyundai Elantra,$27900,2450457сом,https://im.mashina.kg/tachka/images//2/b/d/2bdb743146a2a568c1d89b777e1075f3_240x180.jpg,"2021г.,2л.,автоматседан,бензинрульслева,9500км"
Chevrolet Volt,$11300,992479сом,https://im.mashina.kg/tachka/images//5/c/7/5c740eb6364b7b920959f63430055ded_240x180.jpg,"2011г.,1.4л.,вариаторхэтчбек5дв.,гибридрульслева,155253км"
Audi 100,$3188,280000сом,https://im.mashina.kg/tachka/images//1/3/c/13cef8564549d504a5f7ec5cb5279f73_240x180.jpg,"1993г.,2.3л.,механикауниверсал,бензинрульслева,265000км"
Kia Sorento,$33000,2898390сом,https://im.mashina.kg/tachka/images//f/7/7/f77e39d6fffe4950f94baeceb046cd0b_240x180.jpg,"2020г.,2.2л.,роботвнедорожник5дв.,дизельрульслева,60000км"
Kia Carnival,$42200,3706426сом,https://im.mashina.kg/tachka/images//8/6/6/86668448903c795c4cf7ea7cbc4d94bc_240x180.jpg,"2021г.,2.2л.,автоматминивэн,дизельрульслева,40900км"
Kia Carnival,$42200,3706426сом,https://im.mashina.kg/tachka/images//5/7/0/570820d9836db30575bf1e01234e332b_240x180.jpg,"2020г.,2.2л.,автоматминивэн,дизельрульслева,47000км"
Honda M-NV,$24000,2107920сом,https://im.mashina.kg/tachka/images//3/c/1/3c1afbb21e31c49f0492e7eeb2f9baac_240x180.jpg,"2023г.,автоматвнедорожник5дв.,электрорульслева,82км"
Hyundai Grandeur,$18500,1624855сом,https://im.mashina.kg/tachka/images//2/5/a/25af430507ce61413bdb1856f15920d6_240x180.jpg,"2017г.,3л.,автоматседан,газрульслева,178000км"
Lexus RX,$9999,878212сом,https://im.mashina.kg/tachka/images//2/3/b/23b3a4200de63e9c9a93fa3e9b497653_240x180.jpg,"2002г.,3л.,автоматвнедорожник5дв.,бензинрульслева,168000км"
Honda CR-V,$14000,1229620сом,https://im.mashina.kg/tachka/images//2/9/5/2954c316173ba4db1549f94fc19971c7_240x180.jpg,"2009г.,2.4л.,автоматвнедорожник5дв.,бензинрульслева,198000км"
Hyundai Grandeur,$17500,1537025сом,https://im.mashina.kg/tachka/images//2/2/7/227d4e07d1481b038e148f12a8f680ba_240x180.jpg,"2018г.,3л.,автоматседан,бензин/газрульслева,190000км"
ВАЗ (Lada) 2106,$1708,150000сом,https://im.mashina.kg/tachka/images//2/6/8/26802289d0ff956a6f2e0c1a249f4f9d_240x180.jpg,"2001г.,1.6л.,механикаседан,бензинрульслева,75882км"
Mercedes-Benz W124,$3871,340000сом,https://im.mashina.kg/tachka/images//1/1/5/11565fa1e97cb9591d723c8f2357e48e_240x180.jpg,"1992г.,2.3л.,механикаседан,бензинрульслева"
Volkswagen ID.4,$31900,2801777сом,https://im.mashina.kg/tachka/images//6/d/0/6d08ba69dbaa871167a64e6b6a3d295c_240x180.jpg,"2021г.,автоматвнедорожник5дв.,электрорульслева,26000км"
Geely Monjaro,$30000,2634900сом,https://im.mashina.kg/tachka/images//e/e/4/ee457a970f5ed4f6f3be862b3bbeec37_240x180.jpg,"2023г.,2л.,автоматвнедорожник5дв.,бензинрульслева,1км"
Toyota Camry,$37000,3249710сом,https://im.mashina.kg/tachka/images//b/2/d/b2da5d4395820d8f4f23812b85acdcf3_240x180.jpg,"2023г.,2.5л.,автоматседан,бензинрульслева"
Mitsubishi Carisma,$4200,368886сом,https://im.mashina.kg/tachka/images//4/7/b/47bcb160d5946be184241024e772c8c9_240x180.jpg,"2001г.,1.6л.,механикахэтчбек5дв.,бензинрульслева,300000км"
Volkswagen ID.4,$43500,3820605сом,https://im.mashina.kg/tachka/images//3/c/e/3ced9915038879d8e5de816d7fadb8ef_240x180.jpg,"2022г.,автоматвнедорожник5дв.,электрорульслева,1км"
Ravon Nexia R3,$9800,860734сом,https://im.mashina.kg/tachka/images//d/8/0/d80a9dfbe9c258c7e2fbd73dd61629e3_240x180.jpg,"2017г.,1.5л.,автоматседан,бензинрульслева,67000км"
Honda Fit,$8100,711423сом,https://im.mashina.kg/tachka/images//d/d/c/ddc97a34e7997ccf1fc36a524978a972_240x180.jpg,"2003г.,1.3л.,вариаторхэтчбек5дв.,бензинрульсправа,260000км"
Weltmeister EX5,$20000,1756600сом,https://im.mashina.kg/tachka/images//8/2/6/826ba1edb74895620c31fd2038eab45f_240x180.jpg,"2020г.,автоматвнедорожник5дв.,электрорульслева,1км"
Lexus GX,$36000,3161880сом,https://im.mashina.kg/tachka/images//e/6/9/e69952146a1ce203dc116e11192859d0_240x180.jpg,"2010г.,4.6л.,автоматвнедорожник5дв.,бензинрульслева,158000км"
Hyundai Santa Fe,$29500,2590985сом,https://im.mashina.kg/tachka/images//4/9/1/4915a9e24861e1f079f87f8af761c94f_240x180.jpg,"2018г.,2л.,автоматвнедорожник5дв.,дизельрульслева,119000км"
Neta V,$16000,1405280сом,https://im.mashina.kg/tachka/images//0/a/a/0aa560af2d1d7955c387cc520cf705ce_240x180.jpg,"2022г.,автоматвнедорожник5дв.,электрорульслева,1км"
Kia Sorento,$43200,3794256сом,https://im.mashina.kg/tachka/images//b/1/0/b1042a13cb2df3eb231b95bb71ca042c_240x180.jpg,"2022г.,2.2л.,роботвнедорожник5дв.,дизельрульслева,900км"
Lexus LX,$75000,6587250сом,https://im.mashina.kg/tachka/images//2/b/2/2b2d1879749736f0f6701c737304d949_240x180.jpg,"2014г.,5.7л.,автоматвнедорожник5дв.,бензинрульслева,27000км"
Volkswagen ID.6,$42000,3688860сом,https://im.mashina.kg/tachka/images//e/c/3/ec33286e5ac74d3c9278b9193d004095_240x180.jpg,"2023г.,автоматвнедорожник5дв.,электрорульслева,1км"
Subaru Outback,$33500,2942305сом,https://im.mashina.kg/tachka/images//7/d/b/7db465adfea932418d024c0597bce34c_240x180.jpg,"2021г.,2.5л.,вариаторуниверсал,бензинрульслева,10000км"
Lexus ES,$45500,3996265сом,https://im.mashina.kg/tachka/images//d/c/0/dc0dbf95cbc067040807746ad5ab8637_240x180.jpg,"2019г.,2.5л.,вариаторседан,гибридрульслева,75000км"
Hyundai Sonata,$13300,1168139сом,https://im.mashina.kg/tachka/images//9/2/5/925182b6d074e0e9886b493a10028d8d_240x180.jpg,"2016г.,2л.,автоматседан,газрульслева,350000км"
ВАЗ (Lada) 2107,$1480,130000сом,https://im.mashina.kg/tachka/images//e/e/5/ee5d52025cbf760a53a3987dbd7e8cf6_240x180.jpg,"2010г.,1.6л.,механикаседан,бензинрульслева,51595км"
Mitsubishi Pajero,$8400,737772сом,https://im.mashina.kg/tachka/images//4/7/3/4736bbf514dff66c2e22ab2f55fdc16e_240x180.jpg,"2003г.,3.2л.,автоматвнедорожник5дв.,дизельрульслева,345000км"
Ford Mondeo,$3416,300000сом,https://im.mashina.kg/tachka/images//a/4/1/a41a83bd8d6f97ed4b5655e8286f09ad_240x180.jpg,"2001г.,2л.,механикауниверсал,бензинрульслева,243000км"
Lexus LX,$98000,8607340сом,https://im.mashina.kg/tachka/images//b/e/b/bebe62be725ce571ec75897b00378e4b_240x180.jpg,"2016г.,5.7л.,автоматвнедорожник5дв.,бензинрульслева,90000км"
Toyota Prius,$13500,1185705сом,https://im.mashina.kg/tachka/images//b/5/2/b5294e9ff4e8664e13bf9eca1f6465a3_240x180.jpg,"2014г.,1.8л.,автоматхэтчбек5дв.,гибридрульслева,117000км"
Honda Fit,$4896,430000сом,https://im.mashina.kg/tachka/images//c/0/7/c07728d8967bb5a51f794b1c4881a613_240x180.jpg,"2006г.,1.3л.,вариаторхэтчбек5дв.,бензинрульсправа,265235км"
Kia K5 II Седан,$13800,1212054сом,https://im.mashina.kg/tachka/images//2/0/7/207dbd3b86763652a397a3bbbf370412_240x180.jpg,"2016г.,2л.,автоматседан,газрульслева,190000км"
Opel Vectra,$3900,342537сом,https://im.mashina.kg/tachka/images//0/2/e/02e6c4b656e2ae82553cef93a97424d9_240x180.jpg,"2003г.,1.8л.,механикаседан,бензинрульслева,30000км"
Toyota Camry,$25300,2222099сом,https://im.mashina.kg/tachka/images//7/e/c/7ecbd2747d77110e376fb98098a77556_240x180.jpg,"2018г.,2.5л.,автоматседан,бензинрульслева,46000км"
Mercedes-Benz E-класс,$5999,526892сом,https://im.mashina.kg/tachka/images//d/e/1/de18083729cdd67fb5c815e39b259966_240x180.jpg,"1994г.,4.2л.,автоматседан,бензинрульслева,300000км"
Kia Carnival,$45000,3952350сом,https://im.mashina.kg/tachka/images//1/0/b/10bc18f4148dba95861b7ce0111fdf27_240x180.jpg,"2020г.,2.2л.,автоматминивэн,дизельрульслева,33000км"
Honda CR-V,$13999,1229532сом,https://im.mashina.kg/tachka/images//b/a/0/ba047e3d92be753d983aaa76715e748d_240x180.jpg,"2009г.,2.4л.,автоматвнедорожник5дв.,бензинрульслева,189902км"
Kia Sorento,$45500,3996265сом,https://im.mashina.kg/tachka/images//f/6/2/f628c245b035b1d518171bc30273160a_240x180.jpg,"2020г.,1.6л.,автоматвнедорожник5дв.,гибридрульслева,21000км"
Honda Torneo,$5700,500631сом,https://im.mashina.kg/tachka/images//5/5/f/55f78b28d67721600dc787bf9d759ce1_240x180.jpg,"2000г.,1.8л.,автоматседан,бензинрульсправа,357000км"
Kia Sportage,$46500,4084095сом,https://im.mashina.kg/tachka/images//a/a/e/aae30e02f416bd620837d2143557ff93_240x180.jpg,"2022г.,1.6л.,автоматвнедорожник5дв.,гибридрульслева,2900км"
Honda CR-V,$11000,966130сом,https://im.mashina.kg/tachka/images//6/c/9/6c92354f4c1ee6326a868a18299e88df_240x180.jpg,"2005г.,2л.,автоматвнедорожник5дв.,бензинрульсправа,230000км"
Hyundai Santa Fe,$30000,2634900сом,https://im.mashina.kg/tachka/images//0/8/9/089d8e1f66240d7e05abc0f51ddf99f9_240x180.jpg,"2018г.,2.2л.,автоматвнедорожник5дв.,дизельрульслева,79500км"
Toyota Camry (Japan),$31500,2766645сом,https://im.mashina.kg/tachka/images//5/a/d/5ad4b5f477084f8c8725d66d3cdb965e_240x180.jpg,"2018г.,2.5л.,вариаторседан,гибридрульслева,493528км"
ВАЗ (Lada) 2114,$5579,490000сом,https://im.mashina.kg/tachka/images//0/2/2/022a4524a3fde3dd4b3b07665b85e2c5_240x180.jpg,"2012г.,1.6л.,механикахэтчбек5дв.,бензинрульслева,18500км"
Kia K7,$29500,2590985сом,https://im.mashina.kg/tachka/images//8/a/c/8ac44f9faae27edabb0aae98d6f80078_240x180.jpg,"2019г.,3л.,автоматседан,бензинрульслева,113000км"
Hyundai Getz,$5237,460000сом,https://im.mashina.kg/tachka/images//d/f/5/df52628942ad69e4957c8f6855852e52_240x180.jpg,"2005г.,1.4л.,механикахэтчбек5дв.,бензинрульслева,318000км"
Volkswagen Golf,$3188,280000сом,https://im.mashina.kg/tachka/images//6/8/1/6819cddf5e541e6e476c1f5a9388d19f_240x180.jpg,"1996г.,1.8л.,механикауниверсал,бензинрульслева,400000км"
Honda Civic,$7500,658725сом,https://im.mashina.kg/tachka/images//3/c/9/3c9e15426d78266f720dbb884f52d8df_240x180.jpg,"2009г.,1.3л.,вариаторседан,гибридрульслева,252000км"
Mercedes-Benz E-класс,$8500,746555сом,https://im.mashina.kg/tachka/images//6/2/8/628cc07f9b2d8f1a6ceaf70f2b06411b_240x180.jpg,"2002г.,3.2л.,автоматседан,бензинрульслева,73000км"
Chevrolet Spark,$6490,570000сом,https://im.mashina.kg/tachka/images//1/3/4/13458e2c4e4dc858aa670b0f1a847447_240x180.jpg,"2010г.,1л.,автоматхэтчбек5дв.,бензинрульслева,187000км"
Hyundai Santa Fe,$17800,1563374сом,https://im.mashina.kg/tachka/images//8/1/9/81954b7ef1f901824f7ab51381263131_240x180.jpg,"2015г.,2л.,автоматвнедорожник5дв.,дизельрульслева,190000км"
Toyota C-HR,$21500,1888345сом,https://im.mashina.kg/tachka/images//5/d/7/5d7f9086b6c4e9f94ed0b8723821ca30_240x180.jpg,"2017г.,2л.,вариаторвнедорожник5дв.,бензинрульслева,67000км"
Toyota Land Cruiser,$28500,2503155сом,https://im.mashina.kg/tachka/images//5/b/c/5bcc0c1608988971c9ea669f780dde9f_240x180.jpg,"2008г.,4.7л.,автоматвнедорожник5дв.,бензинрульслева,200000км"
Honda Jazz,$7059,620000сом,https://im.mashina.kg/tachka/images//2/1/8/218b6c80c0005016d3d579b2024cc6a0_240x180.jpg,"2004г.,1.3л.,вариаторхэтчбек5дв.,бензинрульслева,168000км"
Lexus ES,$11500,1010045сом,https://im.mashina.kg/tachka/images//8/c/7/8c7f54fa01f59d391d08b5637733d6e0_240x180.jpg,"2004г.,3.3л.,автоматседан,бензинрульслева,200000км"
Opel Vectra,$1708,150000сом,https://im.mashina.kg/tachka/images//4/8/c/48cca330977da957eb5744b2661bfef3_240x180.jpg,"1993г.,1.8л.,механикаседан,бензинрульслева,400000км"
Lexus ES,$29500,2590985сом,https://im.mashina.kg/tachka/images//1/a/4/1a4a5bd58bb77a931fc718d8bfe33536_240x180.jpg,"2016г.,2.5л.,вариаторседан,гибридрульслева,80000км"
Mercedes-Benz E-класс,$6900,606027сом,https://im.mashina.kg/tachka/images//7/f/0/7f0d94604e2fcfc0fa6d701e90aba834_240x180.jpg,"2001г.,2.7л.,автоматседан,дизельрульслева,333000км"
Honda Jazz,$11200,983696сом,https://im.mashina.kg/tachka/images//6/b/b/6bbc6eaf1fc3de2119bb064c25508649_240x180.jpg,"2005г.,1.5л.,вариаторхэтчбек5дв.,бензинрульслева,187000км"
Lexus GX,$24000,2107920сом,https://im.mashina.kg/tachka/images//9/a/0/9a0ba7e5286a612e55a4b3fc46b0b7f4_240x180.jpg,"2006г.,4.7л.,автоматвнедорожник5дв.,бензинрульслева,200000км"
Hyundai Sonata,$13300,1168139сом,https://im.mashina.kg/tachka/images//c/5/0/c50dc39402c83766e6a1ba077329093c_240x180.jpg,"2017г.,2л.,автоматседан,газрульслева,241425км"
Honda Jazz,$9300,816819сом,https://im.mashina.kg/tachka/images//4/0/4/404850a9a14af99d74e6c7ba6d41b178_240x180.jpg,"2008г.,1.5л.,вариаторхэтчбек5дв.,бензинрульслева,185000км"
BMW X5,$44500,3908435сом,https://im.mashina.kg/tachka/images//0/d/7/0d7ef3b341a35458ac68d443a246d34b_240x180.jpg,"2017г.,3л.,автоматвнедорожник5дв.,дизельрульслева,70000км"
Honda CR-V,$30000,2634900сом,https://im.mashina.kg/tachka/images//4/4/8/448bf0b63ade8f639ff8fda79f2253ce_240x180.jpg,"2017г.,1.5л.,вариаторвнедорожник5дв.,бензинрульслева,110976км"
Nissan Almera,$3359,295000сом,https://im.mashina.kg/tachka/images//8/7/a/87a6cbb54cbbdc2a2f689009529a1a5d_240x180.jpg,"2000г.,1.5л.,механикахэтчбек3дв.,бензинрульслева,198708км"
Toyota Camry,$17000,1493110сом,https://im.mashina.kg/tachka/images//c/a/e/cae2aa4279b28f7c7574d6dda0731109_240x180.jpg,"2015г.,2.5л.,автоматседан,бензинрульслева,200000км"
Toyota 4Runner,$18500,1624855сом,https://im.mashina.kg/tachka/images//c/5/4/c543566af4b238fd5c21c7a298e79158_240x180.jpg,"2003г.,4.7л.,автоматвнедорожник5дв.,бензинрульслева"
Skoda Octavia,$7100,623593сом,https://im.mashina.kg/tachka/images//1/b/3/1b325bc05271613e2ca977e986235e1c_240x180.jpg,"2015г.,1.6л.,автоматлифтбек,бензинрульслева,500000км"
BMW 5 серии,$13500,1185705сом,https://im.mashina.kg/tachka/images//6/7/7/6770a5c2e7c8d230703c73d85f0f8e93_240x180.jpg,"2004г.,4.4л.,автоматседан,бензинрульслева,200000км"
BMW 5 серии,$4800,421584сом,https://im.mashina.kg/tachka/images//f/9/9/f999ddaadcacd772c11a9d29fc055bc4_240x180.jpg,"2001г.,2.2л.,механикаседан,бензинрульслева,355368км"
BMW 5 серии,$18800,1651204сом,https://im.mashina.kg/tachka/images//1/4/4/144f1613e41faa7d65396b9b8028dbea_240x180.jpg,"2014г.,2л.,автоматседан,бензинрульслева,120000км"
Toyota Camry,$10450,917824сом,https://im.mashina.kg/tachka/images//1/7/5/175403647fd4ad1f5d7e4d45a0662131_240x180.jpg,"2004г.,2.4л.,автоматседан,бензинрульслева,300000км"
Honda Odyssey (North America),$8500,746555сом,https://im.mashina.kg/tachka/images//5/1/2/5123686ebeea612468a120654ace010c_240x180.jpg,"2004г.,3.5л.,автоматминивэн,бензинрульслева,200000км"
Lexus GX,$38000,3337540сом,https://im.mashina.kg/tachka/images//d/e/4/de4945a96cd1cad5253eb2472ab58838_240x180.jpg,"2010г.,4.6л.,автоматвнедорожник5дв.,бензинрульслева,120000км"
BMW X6,$55500,4874565сом,https://im.mashina.kg/tachka/images//1/e/3/1e396bbfe9a23578435f8620da4351e7_240x180.jpg,"2017г.,3л.,автоматвнедорожник5дв.,дизельрульслева,69000км"
Mercedes-Benz S-класс,$18500,1624855сом,https://im.mashina.kg/tachka/images//2/1/c/21cb4928361c4df4af602a84c264ba18_240x180.jpg,"2006г.,5.5л.,автоматседан,бензинрульслева,232000км"
Subaru Legacy,$7200,632376сом,https://im.mashina.kg/tachka/images//c/5/5/c55a94a1617ed283598db80d4f08e99b_240x180.jpg,"2003г.,2л.,автоматуниверсал,бензинрульсправа,260000км"
Mercedes-Benz E-класс,$6500,570895сом,https://im.mashina.kg/tachka/images//4/d/1/4d156440d948aa34241c93dc3e1bbabc_240x180.jpg,"2000г.,2.8л.,автоматседан,бензинрульслева,200000км"
Hyundai Sonata,$13000,1141790сом,https://im.mashina.kg/tachka/images//1/c/a/1cad27af86e967d687518f313a9a76e1_240x180.jpg,"2016г.,2л.,автоматседан,газрульслева,145000км"
Ford Explorer,$20900,1835647сом,https://im.mashina.kg/tachka/images//0/2/1/021227ae786e586e57480ec63ecdee93_240x180.jpg,"2013г.,3.5л.,автоматвнедорожник5дв.,бензинрульслева,169700км"
Daewoo Kalos,$4327,380000сом,https://im.mashina.kg/tachka/images//4/2/e/42e778791aec53e1fac56493358e5635_240x180.jpg,"2006г.,1.2л.,механикахэтчбек5дв.,бензинрульслева,375000км"
Honda Civic Ferio,$3985,350000сом,https://im.mashina.kg/tachka/images//d/9/8/d9808f7a7f03a6ccee3a5e3f658f88eb_240x180.jpg,"2001г.,1.5л.,автоматседан,бензинрульсправа,175000км"
Kia Rio,$13800,1212054сом,https://im.mashina.kg/tachka/images//0/c/6/0c6a2db1122b09322bfbb8b68c782cf4_240x180.jpg,"2017г.,1.6л.,автоматседан,бензинрульслева,54000км"
BMW X5,$20000,1756600сом,https://im.mashina.kg/tachka/images//0/4/1/041de7cd8deba6fd35749755972f491b_240x180.jpg,"2011г.,4.4л.,автоматвнедорожник5дв.,бензинрульслева,120000км"
Toyota FunCargo,$6200,544546сом,https://im.mashina.kg/tachka/images//2/7/2/27281d4d8e51db792198e0f069a58038_240x180.jpg,"2002г.,1.3л.,автоматкомпактвэн,бензинрульсправа,270000км"
Audi 100,$2846,250000сом,https://im.mashina.kg/tachka/images//e/0/b/e0b9728c6cff059edb48c08cad5272c3_240x180.jpg,"1993г.,2.3л.,механикаседан,бензинрульслева,194500км"
Hyundai Sonata,$3600,316188сом,https://im.mashina.kg/tachka/images//3/e/c/3ece89b8f707c818ceb665897ae724b9_240x180.jpg,"2000г.,2л.,автоматседан,бензинрульслева,128000км"
Kia K5 III Седан,$21000,1844430сом,https://im.mashina.kg/tachka/images//f/0/e/f0e091a94e42321d9b0a54d80bc448a0_240x180.jpg,"2020г.,2л.,автоматседан,бензин/газрульслева,30100км"
Kia Carnival,$44000,3864520сом,https://im.mashina.kg/tachka/images//2/5/b/25b538a1c077b6216762a1f4894bdea1_240x180.jpg,"2021г.,2.2л.,автоматминивэн,дизельрульслева,28000км"
Toyota Estima,$9800,860734сом,https://im.mashina.kg/tachka/images//2/2/2/22213be23aeb0cc56d26748466b6ee5e_240x180.jpg,"2007г.,2.4л.,вариаторминивэн,бензинрульсправа,119000км"
Toyota Camry,$9109,800000сом,https://im.mashina.kg/tachka/images//3/2/b/32b22d84071a7a574eed0afb8429bd0f_240x180.jpg,"2003г.,2.4л.,автоматседан,бензинрульсправа,200000км"
Toyota Land Cruiser Prado,$21000,1844430сом,https://im.mashina.kg/tachka/images//9/9/e/99e7ef280333dcc66d726882d11803ee_240x180.jpg,"2006г.,3л.,автоматвнедорожник5дв.,дизельрульслева,32000км"
Toyota Platz,$3177,279000сом,https://im.mashina.kg/tachka/images//a/1/e/a1e59a8b45220ade331058c884578d41_240x180.jpg,"2002г.,1л.,автоматседан,бензинрульсправа"
Toyota Vitz,$3404,299000сом,https://im.mashina.kg/tachka/images//e/1/2/e12d8bcc0debeb996a1e65e1d60b8801_240x180.jpg,"2002г.,1л.,автоматхэтчбек5дв.,бензинрульсправа"
Toyota Yaris,$3404,299000сом,https://im.mashina.kg/tachka/images//9/c/3/9c389726f06376b2f34aeadfe27cfb6a_240x180.jpg,"2004г.,1л.,автоматхэтчбек5дв.,бензинрульсправа"
Toyota Corolla,$15500,1361365сом,https://im.mashina.kg/tachka/images//6/2/f/62f3068a5d21662573e0c895605b0355_240x180.jpg,"2015г.,1.8л.,вариаторседан,бензинрульслева,59700км"
Toyota Windom,$10500,922215сом,https://im.mashina.kg/tachka/images//0/3/1/0311a14b526150858654eab012be61e2_240x180.jpg,"2002г.,3л.,автоматседан,бензинрульсправа,220000км"
BYD Yuan,$12000,1053960сом,https://im.mashina.kg/tachka/images//d/1/1/d1137a4b44df50ebd8b4af46b07d848b_240x180.jpg,"2018г.,автоматвнедорожник5дв.,электрорульслева,20000км"
Volkswagen Golf,$4500,395235сом,https://im.mashina.kg/tachka/images//d/d/6/dd6fcd5eae022936d3f7b9f06db06ece_240x180.jpg,"2002г.,1.9л.,автоматуниверсал,дизельрульслева,370000км"
Honda Fit,$8200,720206сом,https://im.mashina.kg/tachka/images//3/3/d/33d6ef8c4fe300342c760cd59017876b_240x180.jpg,"2007г.,1.5л.,автоматхэтчбек5дв.,бензинрульслева,134000км"
Kia Carnival,$23000,2020090сом,https://im.mashina.kg/tachka/images//a/c/1/ac172f90ae9ae69a5a2d268b989f65d2_240x180.jpg,"2017г.,2.2л.,автоматминивэн,дизельрульслева,188000км"
Hyundai Getz,$4270,375000сом,https://im.mashina.kg/tachka/images//0/6/9/069ed55b24fdff29128ae5218faa2604_240x180.jpg,"2004г.,1.4л.,механикахэтчбек5дв.,бензинрульслева,270000км"
Toyota Camry,$14800,1299884сом,https://im.mashina.kg/tachka/images//6/b/a/6ba44632729358145c492484fd28b2ac_240x180.jpg,"2012г.,2.5л.,вариаторседан,гибридрульслева,102000км"
Geely Monjaro,$37300,3276059сом,https://im.mashina.kg/tachka/images//8/1/b/81ba46ade5746f44a1e86a5c95b399fa_240x180.jpg,"2023г.,2л.,автоматвнедорожник5дв.,бензинрульслева,20км"
Lexus RX,$25555,2244496сом,https://im.mashina.kg/tachka/images//2/d/3/2d3ec00886ded4bda892153f594a0708_240x180.jpg,"2010г.,3.5л.,вариаторвнедорожник5дв.,гибридрульслева,193000км"
Honda Fit,$5636,495000сом,https://im.mashina.kg/tachka/images//4/3/8/438e4c0071c88a3b9bc0f256c79608d2_240x180.jpg,"2002г.,1.5л.,вариаторхэтчбек5дв.,бензинрульсправа,290000км"
Daewoo Nubira,$2277,200000сом,https://im.mashina.kg/tachka/images//9/e/6/9e671b3e071867f8e655d3d39e4b2baf_240x180.jpg,"2000г.,1.6л.,механикауниверсал,бензинрульслева,300000км"
